Nombre,Provincia,Término_M,Duchas,Aseos,Acceso_dis,Bandera_az,Longitud,X,Y,Grado_ocup,Grado_urba
Cala Sant Vicens,Illes Balears,Pollença,Sí,Sí,Sí,Sí,175 metros,340047.648499999,4854541.4219,Alto,Urbana
Racó de Mortix,Illes Balears,Escorca,No,No,No,No,100 metros,315646.416099999,4845981.2259,Bajo,Aislada
Cala Codolar,Illes Balears,Escorca,No,No,No,No,200 metros,314544.3532,4845198.1182,Bajo,Aislada
Cala Capellans,Illes Balears,Escorca,No,No,No,No,150 metros,313308.706799999,4845328.6319,Bajo,Aislada
Cala Teix,Illes Balears,Escorca,No,No,No,No,175 metros,312785.505199999,4845328.6319,Bajo,Aislada
Cala Deià,Illes Balears,Deyá,No,No,No,No,40 metros,294039.302999999,4831141.6612,Medio,Aislada
Caló de S'Estaca,Illes Balears,Valldemossa,No,No,No,No,30 metros,290143.1208,4827739.2118,Bajo,Aislada
Sa Font Figuera,Illes Balears,Valldemossa,No,No,No,No,40 metros,289196.905099999,4826523.2986,Bajo,Aislada
Port de Valldemossa,Illes Balears,Valldemossa,No,No,No,No,90 metros,288128.238000002,4825075.976,Medio,Semiurbana
Punta Galera,Illes Balears,Banyalbufar,No,No,No,No,50 metros,280536.2487,4821559.8564,Medio,Aislada
Cala Banyalbufar,Illes Balears,Banyalbufar,No,No,No,No,100 metros,280079.838799998,4821067.9878,Medio,Aislada
Cala Ca's Xirimié,Illes Balears,Estellencs,No,No,No,No,40 metros,272933.127500001,4815109.6214,Bajo,Aislada
Cala de son Pruaga,Illes Balears,Estellencs,No,No,No,No,60 metros,272165.022999998,4814632.5273,Bajo,Aislada
Cala Anguila,Illes Balears,Manacor,Sí,Sí,No,No,50 metros,369324.674600001,4796851.7037,Alto,Urbana
Cala Moreia,Illes Balears,Manacor,Sí,Sí,Sí,No,350 metros,375514.0383,4802885.8433,Alto,Urbana
Cala Nau,Illes Balears,Sant Llorenç des Cardassar,Sí,Sí,Sí,No,200 metros,378797.963300001,4805427.6216,Alto,Urbana
Sant Llorenç,Illes Balears,Sant Llorenç des Cardassar,Sí,Sí,Sí,No,500 metros,377796.087900002,4805600.9482,Alto,Urbana
Cala Millor,Illes Balears,Son Servera,Sí,Sí,Sí,Sí,1.800 metros,377217.226500001,4808677.9945,Alto,Urbana
Es Torrent d'Es Morts,Illes Balears,Son Servera,No,No,No,No,10 metros,381870.381200001,4812782.1957,Bajo,Semiurbana
Cala Rotja,Illes Balears,Capdepera,No,No,No,No,30 metros,382593.957899999,4814690.3557,Bajo,Semiurbana
Cala Auberdans,Illes Balears,Capdepera,No,Sí,No,No,45 metros,382549.430100001,4814892.7576,Bajo,Semiurbana
Cala Gat,Illes Balears,Capdepera,Sí,Sí,No,No,40 metros,386278.633099999,4824323.4512,Medio,Semiurbana
Cala Moltó,Illes Balears,Capdepera,No,No,No,No,100 metros,384263.750300001,4826364.0828,Bajo,Aislada
Cala Estreta,Illes Balears,Artà,No,No,No,No,40 metros,379933.4221,4830316.2796,Bajo,Aislada
Cala Dèntol,Illes Balears,Artà,No,No,No,No,10 metros,379688.519200001,4830678.2806,Bajo,Aislada
Cala es Matzoc,Illes Balears,Artà,No,No,No,No,80 metros,378931.546700001,4831011.3332,Bajo,Aislada
Sa Font Salada,Illes Balears,Artà,No,No,No,No,40 metros,376783.080499999,4831648.5083,Bajo,Aislada
S'Arenalet d'Aubarca,Illes Balears,Artà,No,No,No,No,130 metros,376226.482999999,4831880.2184,Bajo,Aislada
Es Caló,Illes Balears,Artà,No,No,No,No,25 metros,371016.730900001,4833285.0762,Bajo,Aislada
Cala Mata,Illes Balears,Artà,No,No,No,No,250 metros,369614.105300002,4830562.4389,Bajo,Semiurbana
Caló d'En Sureda,Illes Balears,Artà,No,No,Sí,No,80 metros,370137.306899998,4830808.6042,Bajo,Semiurbana
Caló D'Es Cans,Illes Balears,Artà,No,No,No,No,100 metros,367465.6391,4829389.6168,Bajo,Aislada
Cala Estret,Illes Balears,Artà,No,No,No,No,440 metros,365651.1314,4828187.9791,Bajo,Semiurbana
Caló d'Es Parral,Illes Balears,Artà,No,No,No,No,130 metros,365306.041000001,4828173.5024,Bajo,Semiurbana
Sa Cánova,Illes Balears,Artà,No,No,No,No,1.800 metros,363469.269400001,4827333.8909,Bajo,Aislada
Es Dolç,Illes Balears,Santa Margalida,No,No,No,No,100 metros,358259.517200001,4828159.0257,Bajo,Semiurbana
Son Real,Illes Balears,Santa Margalida,No,No,No,No,300 metros,357558.204399999,4828405.1318,Bajo,Aislada
Cala Serralot,Illes Balears,Santa Margalida,No,No,No,No,40 metros,356945.9472,4828998.7067,Bajo,Aislada
S'Arenal d'En Casat,Illes Balears,Santa Margalida,No,No,No,No,500 metros,355877.280099999,4829433.0522,Bajo,Aislada
Son Bauló,Illes Balears,Santa Margalida,Sí,Sí,Sí,Sí,160 metros,353439.383299999,4830750.6824,Alto,Urbana
Ca'n Picafort,Illes Balears,Santa Margalida,Sí,Sí,Sí,Sí,1.300 metros,352660.1468,4831271.9908,Alto,Urbana
Cala En Feliu,Illes Balears,Pollença,No,No,No,No,42 metros,352148.077199999,4855760.7612,Bajo,Aislada
Cala Murta,Illes Balears,Pollença,No,No,No,No,85 metros,354107.3002,4857299.6649,Bajo,Aislada
Cala en gossalba,Illes Balears,Pollença,No,No,No,No,37 metros,355020.120000001,4857677.1683,Bajo,Aislada
Cala Figuera,Illes Balears,Pollença,No,No,No,No,45 metros,353227.876200002,4858954.9784,Medio,Aislada
Port D'Es Canonge,Illes Balears,Banyalbufar,No,No,No,No,70 metros,283964.8891,4822355.5775,Bajo,Aislada
Son Bunyola,Illes Balears,Banyalbufar,No,No,No,No,90 metros,283441.6875,4822268.7685,Bajo,Aislada
Es Corral Fals,Illes Balears,Banyalbufar,No,No,No,No,90 metros,282784.9025,4822254.3004,Bajo,Aislada
Cala Estellencs,Illes Balears,Estellencs,No,Sí,No,No,80 metros,275137.253400002,4816439.8223,Bajo,Aislada
Cala Blanca,Illes Balears,Andratx,No,No,No,No,137 metros,269315.244100001,4799088.8195,Bajo,Aislada
Caló En Timo,Illes Balears,Llucmajor,No,No,No,No,40 metros,323817.266800001,4772808.9646,Bajo,Aislada
Racó de S'Arena,Illes Balears,Llucmajor,No,No,No,No,120 metros,324474.051800001,4773183.2904,Bajo,Aislada
Es Perengons Petits,Illes Balears,Campos,No,No,No,No,200 metros,333001.1248,4769498.2276,Alto,Aislada
Binimel-La,Illes Balears,Es Mercadal,No,No,No,No,300 metros,451177.896200001,4873428.9437,Medio,Aislada
Es Macar Gran,Illes Balears,Es Mercadal,No,No,No,No,450 metros,455908.9745,4874214.2807,Bajo,Aislada
Na Macaret,Illes Balears,Es Mercadal,No,No,No,No,50 metros,467686.576699998,4867918.7912,Medio,Urbana
S'Arenal d'En Mongofre,Illes Balears,Maó,No,No,No,No,150 metros,468777.5077,4866872.3535,Medio,Aislada
Zarautz,Gipuzkoa,Zarautz,Sí,Sí,Sí,No,2.500 metros,-241106.8851,5356049.2666,Alto,Urbana
Malkorbe,Gipuzkoa,Getaria,Sí,Sí,Sí,No,420 metros,-245181.1785,5358236.4401,Alto,Urbana
Gaztetape,Gipuzkoa,Getaria,No,Sí,Sí,No,210 metros,-245570.796700001,5358343.5178,Medio,Semiurbana
Orruaga,Gipuzkoa,Getaria,No,No,No,No,310 metros,-249478.110800002,5358267.0336,Bajo,Aislada
Santiago,Gipuzkoa,Zumaia,Sí,Sí,No,No,250 metros,-250212.819499999,5357838.734,Alto,Semiurbana
Itzurun,Gipuzkoa,Zumaia,Sí,Sí,Sí,No,450 metros,-251682.236699998,5357777.5499,Alto,Urbana
Algorri,Gipuzkoa,Zumaia,No,No,No,No,25 metros,-252405.8134,5357639.8873,Bajo,Aislada
Sakoneta,Gipuzkoa,Deba,No,No,No,No,500 metros,-257070.100099999,5357379.8634,Bajo,Aislada
Aitzuri,Gipuzkoa,Deba,No,No,No,No,1.600 metros,-254821.446400002,5356951.6045,Bajo,Aislada
Mendata,Gipuzkoa,Deba,No,No,No,No,220 metros,-258060.843600001,5357211.6165,Bajo,Aislada
Itxaspe,Gipuzkoa,Deba,No,No,No,No,750 metros,-259096.114799999,5357318.6823,Bajo,Aislada
Lapari,Gipuzkoa,Deba,Sí,No,No,No,350 metros,-261378.1644,5357609.2958,Medio,Semiurbana
Deba,Gipuzkoa,Deba,Sí,Sí,Sí,No,420 metros,-261912.497900002,5357441.0448,Alto,Urbana
Ondarbeltz,Gipuzkoa,Mutriku,Sí,Sí,Sí,No,150 metros,-262324.380100001,5357792.8459,Bajo,Semiurbana
Alkolea,Gipuzkoa,Mutriku,No,No,No,No,700 metros,-263938.512699999,5358878.9245,Bajo,Aislada
Mutriku,Gipuzkoa,Mutriku,Sí,Sí,Sí,No,120 metros,-264996.047800001,5359383.7648,Alto,Urbana
Burumendi,Gipuzkoa,Mutriku,No,No,No,No,80 metros,-265073.971500002,5359659.1438,Medio,Aislada
Siete Playas,Gipuzkoa,Mutriku,No,No,No,No,180 metros,-266576.784600001,5360714.8388,Bajo,Aislada
Saturrarán,Gipuzkoa,Mutriku,Sí,Sí,Sí,No,300 metros,-268335.632599998,5361020.8598,Medio,Aislada
La Arena,Bizkaia,Zierbena,Sí,Sí,Sí,No,960 metros,-346637.762400001,5365199.0536,Alto,Semiurbana
Gorrondatxe,Bizkaia,Getxo,Sí,Sí,No,No,844 metros,-335884.299600001,5369899.8542,Medio,Aislada
Barinatxe,Bizkaia,Getxo,Sí,Sí,Sí,No,752 metros,-334637.521299999,5370359.3434,Alto,Aislada
Arrietara- Atxabiribil,Bizkaia,Sopela,Sí,Sí,Sí,No,826 metros,-333468.6666,5371293.7083,Alto,Semiurbana
Meñakoz,Bizkaia,Sopela,No,No,No,No,400 metros,-332500.187100001,5372228.1673,Bajo,Aislada
Barrika,Bizkaia,Barrika,Sí,No,No,No,600 metros,-331253.408799998,5373469.1516,Medio,Aislada
Muriola,Bizkaia,Barrika,Sí,No,No,No,80 metros,-329450.033,5375078.082,Medio,Aislada
Rafal,Murcia,Águilas,No,No,No,No,300 metros,-164919.825599998,4502410.6096,Bajo,Aislada
Playa Rambla Elena,Murcia,Águilas,No,No,No,No,265 metros,-164474.547600001,4503139.813,Bajo,Aislada
Cala Junquera,Murcia,Lorca,No,No,No,No,40 metros,-161168.358800001,4508133.4145,Bajo,Aislada
Playa del Pelo,Murcia,Lorca,No,No,No,No,20 metros,-160567.2335,4508414.0245,Bajo,Aislada
Amoladeras,Murcia,Cartagena,No,Sí,No,No,1.000 metros,-78791.9356000014,4528595.567,Alto,Urbana
Marchamalo,Murcia,Cartagena,No,Sí,Sí,No,1.600 metros,-79459.8524999991,4529706.1908,Alto,Urbana
Galúa,Murcia,Cartagena,No,Sí,Sí,No,2.000 metros,-80161.1653000005,4531295.01,Alto,Urbana
Calnegre,Murcia,Cartagena,No,No,No,No,600 metros,-80662.1030000001,4532293.4183,Alto,Urbana
Cala del Pino,Murcia,Cartagena,Sí,Sí,Sí,No,150 metros,-81541.5269999988,4532434.0469,Alto,Urbana
Gollerón,Murcia,Cartagena,No,No,No,No,250 metros,-81730.7701000012,4532082.479,Medio,Urbana
Las Coloradas,Las Palmas,Arucas,No,No,No,No,170 metros,-1729826.9633,3267822.8024,Bajo,Aislada
Los Charcones,Las Palmas,Arucas,Sí,No,No,Sí,175 metros,-1729515.2687,3267999.5572,Alto,Semiurbana
Mogán,Las Palmas,Mogán,Sí,No,Sí,No,209 metros,-1754718.0014,3226047.0708,Alto,Urbana
Veneguera,Las Palmas,Mogán,No,No,No,No,370 metros,-1757912.8708,3229609.5196,Medio,Aislada
Plentzia,Bizkaia,Plentzia,Sí,Sí,Sí,No,356 metros,-327880.428199999,5374848.2177,Alto,Urbana
Gorliz,Bizkaia,Gorliz,Sí,Sí,Sí,No,842 metros,-327813.636500001,5375491.852,Alto,Semiurbana
Armintza,Bizkaia,Lemoiz,Sí,No,Sí,No,200 metros,-322114.078600001,5377974.8598,Bajo,Semiurbana
Bakio,Bizkaia,Bakio,Sí,Sí,Sí,No,982 metros,-312306.8314,5377668.2797,Alto,Urbana
Arribolas,Bizkaia,Bermeo,No,No,No,No,260 metros,-305917.092599999,5380489.1991,Bajo,Aislada
Aritxatxu,Bizkaia,Bermeo,Sí,Sí,No,No,75 metros,-303813.154300001,5376978.5114,Alto,Aislada
Laidatxu,Bizkaia,Mundaka,Sí,Sí,Sí,No,55 metros,-300562.625100002,5373744.9484,Alto,Urbana
Kanalape,Bizkaia,Gautegiz Arteaga,Sí,No,No,No,300 metros,-298380.763099998,5370619.7307,Bajo,Aislada
Toña,Bizkaia,Sukarrieta,Sí,Sí,Sí,No,120 metros,-300028.2916,5372090.2904,Alto,Urbana
San Antonio,Bizkaia,Busturia,Sí,Sí,Sí,No,190 metros,-299460.562199999,5371033.3021,Alto,Semiurbana
Laida,Bizkaia,Ibarrangelu,Sí,Sí,Sí,No,700 metros,-299026.416200001,5373208.6844,Alto,Semiurbana
Laga,Bizkaia,Ibarrangelu,Sí,Sí,Sí,No,574 metros,-295998.526000001,5374388.5063,Alto,Aislada
Lapatza,Bizkaia,Ea,No,No,No,No,140 metros,-289118.9815,5371538.8032,Bajo,Aislada
Ea,Bizkaia,Ea,Sí,Sí,Sí,No,50 metros,-287671.8281,5370420.6103,Alto,Urbana
Ogella,Bizkaia,Ispaster,Sí,Sí,No,No,450 metros,-283241.312399998,5368904.3721,Alto,Aislada
Isuntza,Bizkaia,Lekeitio,Sí,Sí,Sí,No,300 metros,-278365.5187,5367357.7578,Alto,Urbana
Karraspio,Bizkaia,Mendexa,Sí,Sí,Sí,No,462 metros,-277541.7544,5367311.8227,Alto,Semiurbana
Arrigorri,Bizkaia,Ondarroa,Sí,Sí,Sí,No,180 metros,-269203.924600001,5361235.0804,Alto,Semiurbana
Karraspio Txiki,Bizkaia,Mendexa,Sí,Sí,No,No,130 metros,-277975.9005,5367158.7074,Bajo,Semiurbana
Bedarona,Bizkaia,Ea,No,No,No,No,70 metros,-284287.715599999,5369807.959,Bajo,Aislada
La Carolina,Murcia,Águilas,No,No,No,Sí,500 metros,-181250.394900002,4491618.7156,Alto,Aislada
La Higuerica,Murcia,Águilas,No,No,No,Sí,225 metros,-181016.624000002,4492221.0875,Alto,Aislada
Calarreona,Murcia,Águilas,No,Sí,Sí,Sí,490 metros,-180170.595800001,4492823.4939,Alto,Aislada
Cala de las Tortugas,Murcia,Águilas,No,No,No,No,100 metros,-179736.4498,4492781.4644,Bajo,Aislada
Cueva de las Palomas,Murcia,Águilas,No,No,No,No,70 metros,-179502.6789,4493033.6438,Bajo,Aislada
La Herradura,Murcia,Águilas,No,No,No,No,35 metros,-179335.699700002,4493201.7668,Bajo,Aislada
Matalentisco,Murcia,Águilas,No,No,No,Sí,285 metros,-179313.435800001,4493467.9669,Alto,Aislada
La Cañada del Negro,Murcia,Águilas,No,No,No,No,375 metros,-178734.5744,4494028.4104,Bajo,Aislada
La Casica Verde,Murcia,Águilas,No,No,No,Sí,350 metros,-178344.9562,4494364.6909,Medio,Semiurbana
Poniente,Murcia,Águilas,No,Sí,Sí,Sí,1.100 metros,-177354.212699998,4495009.2585,Alto,Urbana
La Colonia,Murcia,Águilas,Sí,Sí,Sí,Sí,575 metros,-176497.052700002,4495443.6633,Alto,Urbana
Levante,Murcia,Águilas,Sí,Sí,Sí,Sí,350 metros,-175495.177200001,4495976.1841,Alto,Urbana
Las Delicias,Murcia,Águilas,Sí,Sí,Sí,Sí,800 metros,-174626.885200001,4496074.283,Alto,Urbana
Cocedor,Murcia,Águilas,No,No,Sí,No,180 metros,-173858.780699998,4495892.1001,Medio,Urbana
El Hornillo,Murcia,Águilas,No,Sí,Sí,No,350 metros,-173691.8015,4496522.7467,Alto,Urbana
Playa del Cigarro,Murcia,Águilas,No,No,No,No,270 metros,-172445.023200002,4496634.8656,Medio,Urbana
Todo Sol,Murcia,Águilas,No,No,No,No,48 metros,-170552.591800001,4498120.5543,Medio,Semiurbana
El Arroz,Murcia,Águilas,No,Sí,No,No,190 metros,-169817.883200001,4498989.6395,Alto,Aislada
El Pino,Murcia,Águilas,No,No,No,No,100 metros,-169595.244199999,4499073.7484,Bajo,Aislada
La Cola,Murcia,Águilas,No,No,No,No,950 metros,-168582.236900002,4499550.3778,Alto,Semiurbana
Cala de Canalicas,Murcia,Águilas,No,No,No,No,40 metros,-167758.472600002,4499452.2465,Alto,Urbana
Calabardina,Murcia,Águilas,No,Sí,Sí,No,420 metros,-167324.3266,4499508.3214,Alto,Urbana
La Ensenada de la Fuente,Murcia,Águilas,No,No,No,No,150 metros,-165220.3882,4499956.9319,Bajo,Aislada
Playa de Cope,Murcia,Águilas,No,No,No,No,250 metros,-165209.256299999,4500279.3825,Bajo,Aislada
Sombrerico,Murcia,Águilas,No,No,No,No,200 metros,-165120.2007,4500966.3755,Bajo,Aislada
El Charco,Murcia,Águilas,No,No,No,No,100 metros,-164975.485399999,4501919.8281,Bajo,Aislada
El Pozo,Murcia,Águilas,No,No,No,No,15 metros,-164363.2282,4503392.2414,Bajo,Aislada
El Saladar,Murcia,Águilas,No,No,No,No,250 metros,-164062.6655,4504093.4633,Bajo,Aislada
Pozo de Huertas,Murcia,Águilas,No,No,No,No,75 metros,-163929.0821,4504514.2189,Bajo,Aislada
Las Pulgas,Murcia,Águilas,No,No,No,No,100 metros,-163773.234900001,4504696.5516,Bajo,Aislada
La Galera,Murcia,Águilas,No,No,No,No,300 metros,-163494.936099999,4505215.5158,Bajo,Aislada
Punta de Algas (Playas de la Llana),Murcia,San Pedro del Pinatar,No,No,No,No,1.260 metros,-83734.5210000016,4550506.5279,Bajo,Aislada
Barraca Quemada (Playas de la Llana),Murcia,San Pedro del Pinatar,No,Sí,No,No,700 metros,-84235.4587000012,4552746.6587,Medio,Aislada
Las Salinas (Playas de la Llana),Murcia,San Pedro del Pinatar,Sí,Sí,No,No,1.200 metros,-84402.4378999993,4553521.659,Medio,Aislada
Torre Derribada,Murcia,San Pedro del Pinatar,No,Sí,Sí,No,2.210 metros,-84502.625500001,4555170.4881,Medio,Aislada
El Mojón,Murcia,San Pedro del Pinatar,No,Sí,Sí,Sí,465 metros,-84881.1116999984,4557482.1075,Medio,Urbana
La Puntica,Murcia,San Pedro del Pinatar,No,Sí,Sí,No,520 metros,-87652.9670999981,4553211.652,Alto,Urbana
Villananitos,Murcia,San Pedro del Pinatar,No,Sí,Sí,No,840 metros,-86907.1264999993,4553972.5949,Alto,Urbana
Calnegre,Murcia,Lorca,No,Sí,No,Sí,190 metros,-157617.267000001,4510027.6779,Medio,Aislada
La Mota,Murcia,San Pedro del Pinatar,No,Sí,Sí,No,2.700 metros,-86072.2303000018,4553465.2934,Medio,Semiurbana
La Concha,Murcia,Los Alcázares,No,Sí,Sí,No,200 metros,-94755.1506000012,4542156.0746,Medio / Bajo,Urbana
Carrión,Murcia,Los Alcázares,No,Sí,Sí,No,200 metros,-94532.5115999989,4542451.6762,Alto,Urbana
Manzanares,Murcia,Los Alcázares,No,Sí,Sí,No,400 metros,-94454.5879000016,4542733.2093,Alto,Urbana
El Espejo,Murcia,Los Alcázares,No,Sí,Sí,No,800 metros,-94276.4767999984,4543324.4536,Alto,Urbana
Pudrimel,Murcia,San Javier,No,No,No,No,1.300 metros,-82977.5483999997,4546985.2843,Bajo,Semiurbana
Veneciola,Murcia,San Javier,No,Sí,No,No,1.500 metros,-83756.7848999985,4547576.77,Medio / Bajo,Semiurbana
Playa Chica,Murcia,San Javier,No,Sí,No,No,1.750 metros,-83222.4512999989,4545788.3327,Bajo,Semiurbana
Mistral,Murcia,San Javier,No,Sí,No,No,300 metros,-82343.0273000002,4542141.9986,Medio / Bajo,Semiurbana
Matasgordas,Murcia,San Javier,No,Sí,No,No,2.200 metros,-82387.5551000014,4540861.157,Medio / Bajo,Semiurbana
Antillas,Murcia,San Javier,No,No,No,No,450 metros,-82799.4373000003,4538299.9459,Medio,Urbana
El Galán,Murcia,San Javier,No,No,No,No,600 metros,-82510.0066,4535837.836,Medio / Bajo,Semiurbana
Lebeche,Murcia,San Javier,No,No,No,No,1.500 metros,-82120.3883999996,4534993.8178,Medio,Urbana
Las Palmeras,Murcia,Los Alcázares,No,Sí,Sí,No,1.100 metros,-93608.559799999,4544478.8844,Alto,Urbana
Los Narejos,Murcia,Los Alcázares,No,Sí,Sí,No,1.000 metros,-92617.816300001,4544774.5519,Alto,Urbana
Las Salinas,Murcia,Los Alcázares,No,Sí,No,No,1.000 metros,-91727.260400001,4545464.4753,Bajo,Semiurbana
Pedrucho,Murcia,San Javier,No,Sí,Sí,No,2.800 metros,-82075.8605999984,4536386.4845,Alto,Urbana
El Arenal,Murcia,San Javier,No,Sí,Sí,No,1.800 metros,-82376.4232000001,4537624.5665,Medio,Urbana
Estacio,Murcia,San Javier,No,No,Sí,No,2.000 metros,-82198.311999999,4541452.2951,Bajo,Semiurbana
Caleta del Estacio,Murcia,San Javier,No,No,No,No,500 metros,-81830.9576999992,4542803.5938,Bajo,Semiurbana
Ensenada del Esparto,Murcia,San Javier,No,No,Sí,Sí,2.100 metros,-82220.5758999996,4544366.2514,Bajo,Semiurbana
Playa Aliseos,Murcia,San Javier,No,No,No,No,800 metros,-81641.7144999988,4533404.4356,Medio / Bajo,Semiurbana
Playa de la Isla,Murcia,San Javier,No,No,No,No,300 metros,-81597.1867999993,4532757.4997,Medio,Urbana
La Hita,Murcia,San Javier,No,No,No,No,500 metros,-90536.1418999992,4546886.7066,Medio,Aislada
Barnuevo,Murcia,San Javier,No,Sí,Sí,No,300 metros,-89400.6831,4550703.7527,Alto,Urbana
El Pescador,Murcia,San Javier,No,Sí,Sí,No,230 metros,-89400.6831,4550971.421,Medio,Urbana
Colón,Murcia,San Javier,No,Sí,Sí,No,985 metros,-89044.4607000016,4551802.6454,Alto,Urbana
Castillico,Murcia,San Javier,Sí,Sí,Sí,No,450 metros,-88209.5645000003,4553070.7427,Alto,Urbana
Playa Larga,Murcia,Lorca,No,No,No,No,600 metros,-163238.901299998,4506071.1615,Bajo,Aislada
Cala Blanca,Murcia,Lorca,No,No,No,No,75 metros,-162771.3594,4506688.392,Medio,Aislada
Los Hierros,Murcia,Lorca,No,No,No,No,380 metros,-162459.664900001,4507179.3967,Bajo,Aislada
Cala Leña,Murcia,Lorca,No,No,No,No,55 metros,-162159.102200001,4507488.04,Bajo,Aislada
Cala de la Gruta,Murcia,Lorca,No,No,No,No,40 metros,-161402.129700001,4507993.1123,Bajo,Aislada
Playa Baja Mar,Murcia,Lorca,No,No,No,No,300 metros,-160455.914000001,4508694.642,Bajo,Aislada
Cala Honda,Murcia,Lorca,No,No,No,No,100 metros,-159498.566399999,4509185.7407,Bajo,Aislada
Siscal,Murcia,Lorca,No,No,No,No,155 metros,-158574.614599999,4509578.6363,Medio,Aislada
San Pedro,Murcia,Lorca,No,No,No,No,30 metros,-158396.503400002,4509466.3789,Bajo,Aislada
Baño de las Mujeres,Murcia,Lorca,No,No,No,No,40 metros,-157917.829599999,4509817.1872,Medio,Aislada
Puntas de Calnegre,Murcia,Lorca,No,Sí,No,No,1.100 metros,-156014.2663,4510490.7721,Medio,Semiurbana
Parazuelos,Murcia,Lorca,No,No,No,No,450 metros,-155624.6481,4511220.538,Bajo,Aislada
Parazuelos,Murcia,Mazarrón,No,No,No,No,900 metros,-155101.4465,4512146.8524,Bajo,Aislada
El Palomarico,Murcia,Mazarrón,No,No,No,No,90 metros,-154611.640799999,4512638.1131,Bajo,Aislada
Minas,Murcia,Mazarrón,No,No,No,No,115 metros,-154055.043299999,4512974.9908,Medio,Aislada
Percheles,Murcia,Mazarrón,No,No,No,Sí,290 metros,-153787.876499999,4513227.6563,Alto,Aislada
Ballenato,Murcia,Mazarrón,No,No,No,No,200 metros,-153119.959600002,4513452.2529,Bajo,Aislada
Las Chapas,Murcia,Mazarrón,No,No,No,No,210 metros,-152875.056699999,4513550.5154,Bajo,Aislada
Las Covaticas,Murcia,Mazarrón,No,No,No,No,1.958 metros,-152374.118999999,4514477.036,Bajo,Aislada
Cabezo de la Pelea,Murcia,Mazarrón,No,No,No,No,1.750 metros,-150915.833700001,4516049.5012,Bajo,Aislada
Jondón del Fondón,Murcia,Mazarrón,No,No,No,No,150 metros,-150281.312600002,4516540.945,Bajo,Aislada
Cala Leño,Murcia,Mazarrón,No,No,No,No,100 metros,-149190.3816,4517102.6233,Bajo,Aislada
Barranco Ancho,Murcia,Mazarrón,No,No,No,No,80 metros,-149568.867800001,4516849.8644,Bajo,Aislada
Cala Desnuda,Murcia,Mazarrón,No,No,No,No,30 metros,-149290.5691,4517046.4542,Bajo,Aislada
La Grúa,Murcia,Mazarrón,No,No,No,No,85 metros,-149023.4023,4517074.5387,Bajo,Aislada
Playa de La Puñeta,Murcia,Mazarrón,No,No,No,No,197 metros,-148177.374200001,4517467.7304,Medio,Aislada
Cueva Lobos,Murcia,Mazarrón,No,No,No,No,90 metros,-147910.207400002,4517706.4612,Medio,Aislada
Piedra Mala,Murcia,Mazarrón,No,No,No,No,315 metros,-147075.3112,4517931.1539,Bajo,Semiurbana
El Rincón,Murcia,Mazarrón,No,No,No,No,90 metros,-146774.748599999,4517790.7204,Medio,Semiurbana
Bolnuevo,Murcia,Mazarrón,No,Sí,Sí,No,1.600 metros,-145472.310600001,4517734.5475,Alto,Urbana
El Castellar,Murcia,Mazarrón,Sí,Sí,Sí,Sí,1.170 metros,-143813.650199998,4517523.9019,Alto,Urbana
Nares,Murcia,Mazarrón,No,Sí,Sí,Sí,400 metros,-142934.226199999,4517327.3031,Alto,Urbana
La Pava,Murcia,Mazarrón,No,Sí,Sí,No,100 metros,-142522.344099998,4517369.4311,Alto,Urbana
Junta de Los Mares,Murcia,Mazarrón,No,Sí,Sí,No,400 metros,-142177.253600001,4517425.602,Alto,Urbana
Bahía,Murcia,Mazarrón,No,Sí,Sí,Sí,190 metros,-141921.218800001,4517243.0476,Alto,Urbana
La Ermita,Murcia,Mazarrón,No,Sí,Sí,No,100 metros,-141665.184,4517355.3884,Alto,Urbana
La Isla,Murcia,Mazarrón,No,Sí,Sí,No,600 metros,-140963.871199999,4517425.602,Alto,Urbana
Puerto de Mazarrón,Murcia,Mazarrón,No,Sí,Sí,Sí,420 metros,-139906.335999999,4518492.9069,Alto,Urbana
Playa del Rihuete,Murcia,Mazarrón,No,Sí,Sí,Sí,600 metros,-139550.113699999,4518928.2862,Alto,Urbana
Gachero,Murcia,Mazarrón,No,No,No,No,350 metros,-139115.967599999,4519040.6451,Bajo,Urbana
El Alamillo,Murcia,Mazarrón,No,Sí,No,Sí,600 metros,-138559.370200001,4519785.0532,Medio,Urbana
Negra,Murcia,Mazarrón,No,No,No,No,140 metros,-137924.849100001,4519967.652,Medio,Aislada
La Raja,Murcia,Mazarrón,No,No,No,No,500 metros,-137423.911400001,4519714.8238,Bajo,Aislada
El Mojón,Murcia,Mazarrón,No,Sí,No,Sí,465 metros,-136733.730500001,4519728.8696,Medio,Aislada
El Cabezo del Mojón,Murcia,Cartagena,No,No,No,No,100 metros,-136243.924800001,4519447.9562,Bajo,Semiurbana
El Corral,Murcia,Cartagena,No,No,No,No,320 metros,-135553.743900001,4519616.5034,Medio,Urbana
Cala del Contrabando,Murcia,Cartagena,No,No,No,No,46 metros,-135141.8618,4519616.5034,Medio,Urbana
Maestro Romero,Murcia,Cartagena,No,No,No,No,30 metros,-134830.167199999,4519405.8198,Medio,Urbana
La Caleta,Murcia,Cartagena,No,No,No,No,30 metros,-134629.792199999,4519391.7744,Medio,Urbana
Isla Plana,Murcia,Cartagena,No,Sí,No,Sí,800 metros,-134084.326699998,4519433.9107,Alto,Urbana
